airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate,MissionCandidateLocations,mission,MissionLocations,missionCandidate,MissionCandidateLanguages,mission,MissionLanguages
recCxmuaRimDj5fJh,2023-05-16,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in front-end development, with a focus on Angular framework</li>
<li>Strong understanding of HTML, CSS, and JavaScript, and experience with related tools and technologies (e.g. TypeScript, Bootstrap, jQuery)</li>
<li>Strong focus on efficient data organisation and retrieval, and ability to optimise application performance</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!):</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience in building and leading a tech team</li>
</ul>
",frontend-developer,3,3,5,9,recxPry0ZAHbWKjZT,recCxmuaRimDj5fJh,,,65000,65000,Computer Science,Rejected by client,recxPry0ZAHbWKjZT,"angularjs,front-end-engineering-design,typescript",,,,,recxPry0ZAHbWKjZT,en,recCxmuaRimDj5fJh,en
rec2Xnb1aA6Evh8id,,,60000,75000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li><strong>5 to 10 years of experience as a Full Stack  developer</strong></li>
<li>Previous experience in**a scale-up (at least 2 years) **<br>
Stack to master:<br>
**Ruby **and/or **Django (at least 2 years old) **<br>
** **</li>
<li><strong>Back :  Ruby, PostgreSQL, Heroku</strong></li>
<li><strong>Front : Typescript , React native, React</strong><br>
** **</li>
<li>Proximity to Paris but not mandatory</li>
<li>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</li>
<li>The candidate must be **French native/or professional level **</li>
</ul>
",full-stack-developer,,,,,recXQDJdKIKQPTBOB,rec2Xnb1aA6Evh8id,,,65000,,,Rejected by CP,recXQDJdKIKQPTBOB,"graphql,javascript,react,react-native,ruby-on-rails,typescript",,,rec2Xnb1aA6Evh8id,europe/france/paris,recXQDJdKIKQPTBOB,"en,es",rec2Xnb1aA6Evh8id,fr
rec5Vy4oVduUs4WKq,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recxtE0R25knDrANp,rec5Vy4oVduUs4WKq,,,3500,,,Sent to Client,recxtE0R25knDrANp,"coaching,competition-law,leadership,market-research,marketing,retail-sales,sales",,,rec5Vy4oVduUs4WKq,europe/hungary/budapest,recxtE0R25knDrANp,"en,hu",rec5Vy4oVduUs4WKq,"en,hu"
recZzXqsiS77tAAcS,,,,,"<p>·     Utilisation d’un CRM très orienté new deal<br>
·     ** 5 ans d’expérience en tant que commercial** ou équivalent<br>
·      Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.<br>
·     Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,<br>
·     Volonté de travailler dans une Proptech à forte croissance<br>
·     Réel <strong>intérêt pour le monde de l’énergie</strong><br>
·     Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail<br>
·     Plutôt <strong>trentenaire</strong></p>
",business-development,,,,,recXVGczkRoWKvXAM,recZzXqsiS77tAAcS,,,37000,,"Ingénierie d'Affaires",Rejected by CP,recXVGczkRoWKvXAM,crm,recXVGczkRoWKvXAM,europe/france/paris,recZzXqsiS77tAAcS,europe/france/paris,recXVGczkRoWKvXAM,"en,fr",recZzXqsiS77tAAcS,fr
recavhovBsS2p3eZO,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recxvTp1IOlnHfo7R,recavhovBsS2p3eZO,,,24000,,,Rejected by CP,recxvTp1IOlnHfo7R,"sales,sales-growth",,,recavhovBsS2p3eZO,europe/romania,recxvTp1IOlnHfo7R,"en,ro",recavhovBsS2p3eZO,"en,ro"
recUwquxTAuaSpYwc,,,60000,70000,"<p>The ideal candidate should have resources in France or Europe and have lived in France or Europe for many years, with a deep understanding of the local culture and a good level of connections <br>
Background in Business School<br>
Consulting/IB/VC experience</p>
",business-development,,,6,9,recXxSfN5oCgH1RL8,recUwquxTAuaSpYwc,,,70000,,Master en Commerce International et Economie,Rejected by CP,recXxSfN5oCgH1RL8,business-development,recXxSfN5oCgH1RL8,europe,recUwquxTAuaSpYwc,europe/france,recXxSfN5oCgH1RL8,"en,fr,zh",recUwquxTAuaSpYwc,"en,fr,zh"
rec5J1KpQYUAeo0rW,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,recXz8vHqTj5ltm6H,rec5J1KpQYUAeo0rW,,,65000,,International Business,Candidate not interested,recXz8vHqTj5ltm6H,"agriculture,sales-management,seed-production",recXz8vHqTj5ltm6H,europe/spain,rec5J1KpQYUAeo0rW,europe/spain,recXz8vHqTj5ltm6H,"en,es,fr,pt",rec5J1KpQYUAeo0rW,"en,es"
recdN16e9aiTj0z3a,,,30000,42000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recXzpV5SuUghIvKC,recdN16e9aiTj0z3a,,,,,Executive MBA,Rejected by client,recXzpV5SuUghIvKC,"agile-project-management,business-development,coaching,launch-experience,leadership,management,sales,training",,,recdN16e9aiTj0z3a,europe/spain/madrid,recXzpV5SuUghIvKC,"en,es,fr,pt",recdN16e9aiTj0z3a,"en,es"
rect4fduNiqcXC123,2023-04-11,,45000,46000,"<ul class=""liste"">
<li>A strong experience as an Outbound Sales (minimum 3 years) and a first experience as a manager.</li>
<li>Like to thrive in challenging environments and have a problem-solver approach.</li>
<li>Have an interest in the restaurant business.</li>
<li>Excellent oral and written communication skills.</li>
<li>Have a strong ability to structure and implement processes.</li>
<li>Fluent in Mandarin and English.</li>
<li>(Bonus but not mandatory): Knowledge of French and/or Flemish</li>
<li>(Bonus but not mandatory): Proficient in the Hubspot CRM software or another CRM software</li>
<li>(Bonus but not mandatory): Experience in the hospitality and/or restaurant industry</li>
</ul>
",sales-director,3,3,3,10,recY0TrzB7Q1rx7YJ,rect4fduNiqcXC123,,,,,,Rejected by CP,recY0TrzB7Q1rx7YJ,.com,recY0TrzB7Q1rx7YJ,europe,rect4fduNiqcXC123,europe/france/paris,recY0TrzB7Q1rx7YJ,zh,rect4fduNiqcXC123,zh
recI8ZjHBtBdkYS21,,,30000,42000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recy5bCG0sGdW2pXX,recI8ZjHBtBdkYS21,,,,,,Rejected by CP,recy5bCG0sGdW2pXX,.com,,,recI8ZjHBtBdkYS21,europe/germany/berlin,recy5bCG0sGdW2pXX,en,recI8ZjHBtBdkYS21,"de,en"
reco7sqp1LuUkyVRc,,,37000,50000,"<ul class=""liste"">
<li>De formation ingénieur bâtiment, énergie, thermicien ou équivalent</li>
<li>Trois années expérience significatives dans un secteur lié à l’efficacité énergétique, à la digitalisation (plateforme SaaS) ou au big data.</li>
<li>Avoir de l'expérience en Audit et un plus.</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite,orale et publique.<br>
 Volonté de travailler en équipe, de gérer des projets de bout en bout<br>
-Volonté de travailler dans une Startup à fort potentiel de croissance<br>
-Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition<br>
-Énergétique des entreprises et des collectivités</li>
</ul>
",others,,,3,5,recY8MrHytmjGRpyo,reco7sqp1LuUkyVRc,,,42,,,Screened by CP,recY8MrHytmjGRpyo,"design-build,ies-ve,iso-50001,labview,pack-office,powerbuilder,pvsyst",recY8MrHytmjGRpyo,worldwide,reco7sqp1LuUkyVRc,europe/france/paris,recY8MrHytmjGRpyo,"ar,en,fr",reco7sqp1LuUkyVRc,fr
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recYcS1pLkMwDpaQK,recwMSrftJ7BbX5mZ,2023-04-03,,8500,10000,Master of Computer Applications ,Interview Process,recYcS1pLkMwDpaQK,"mysql,nosql,object-oriented-languages,python,windows-azure",,,recwMSrftJ7BbX5mZ,asia/india,recYcS1pLkMwDpaQK,"en,hi",recwMSrftJ7BbX5mZ,"en,hi"
rec1fLbPRArMKBz4D,,,48000,48000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recygL44OHZEus6ih,rec1fLbPRArMKBz4D,,,48000,,,Rejected by client,recygL44OHZEus6ih,marketing,recygL44OHZEus6ih,europe/united-kingdom,rec1fLbPRArMKBz4D,europe/united-kingdom/city-of-london,recygL44OHZEus6ih,en,rec1fLbPRArMKBz4D,en
rec7MvbTywFTvWryg,,,45000,60000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recygsz0SHlsIFQUk,rec7MvbTywFTvWryg,,,,,,Rejected by CP,,,,,rec7MvbTywFTvWryg,europe/france/paris,recygsz0SHlsIFQUk,"el,en,fr",rec7MvbTywFTvWryg,fr
recAtcVMDz425qUT3,2023-05-15,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4,4,5,9,recYJ5Z63VAXFN1i2,recAtcVMDz425qUT3,,,85000,,,Rejected by client,recYJ5Z63VAXFN1i2,"amazon-web-services-aws,apache-kafka,data-modeling,etl,python",,,,,recYJ5Z63VAXFN1i2,"en,hi",recAtcVMDz425qUT3,en
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recykJ0NMUJhDsYkG,recwMSrftJ7BbX5mZ,,,8000,,,Rejected by CP,recykJ0NMUJhDsYkG,"data-analysis,data-science,python,sql-azure",,,recwMSrftJ7BbX5mZ,asia/india,recykJ0NMUJhDsYkG,"en,hi",recwMSrftJ7BbX5mZ,"en,hi"
