,missionCandidate,missionId,status,Time_matching_score,Salary_matching_score,Hardskill_Matching_Score,Degree_Subjects_Matching_Score,Position_Matching_Score,Location_Matching_Score,Language_Matching_Score,Reason
574,recwyRv6e0ytA45Si,recavhovBsS2p3eZO,Rejected by CP,,,0.8,0.6,0.7,0.0,1.0,"The candidate has 5 out of 8 hardskills required for the job, and the degree subject is related to the job. The candidate has 3 out of 2 languages required for the job, but the location is not matched."
575,recWZLJSzhQy5tEki,recMh3kDSANBvdJbu,Sent to Client,,,0.75,0.5,0.9,1.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject is related to the job. The candidate can work in the job location and can speak the required language."
576,recWzT24YOubryqTR,recwMSrftJ7BbX5mZ,Rejected by client,,-0.668,0.8,0.6,0.7,0.0,1.0,The candidate has Python hardskill which is related to the job requirement. The candidate has B.tech degree which covers some of the job requirement. The candidate is capable of the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.
577,recx0otGSqSaXm7i7,recdN16e9aiTj0z3a,Interview Process,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can speak all the languages required for the job, but the location does not match."
578,recx3DSod8BF87chr,rec8fX8ZnMmWDyHil,Rejected by CP,,-0.5,0.8,0.5,0.9,1.0,1.0,"The candidate has 4 out of 5 hardskills required by the job, and the degree subject covers some of the skills required by the job. The candidate can work in the job location and speak the language required by the job."
579,recx5aVo85qBlBDtM,recA3Ye1PMACJlO1Z,Rejected by CP,-0.31,-6.488,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 6 out of 10 skills required for the job. The candidate has all the language required for the job. However, the candidate's location does not match with the job location."
580,recx63QxjnUbBh3n1,recXUiPBv1AYRBeEF,Rejected by client,-0.14,,0.8,0.6,0.7,1.0,1.0,The candidate has Linux and Visual C++ hardskills which are related to the job requirements. The candidate's degree subject is Computing Science which covers some of the job requirements. The candidate's hardskills and degree subjects are capable of the job position. The candidate's location is the same as the job location. The candidate's language is the same as the job language.
581,recx8Danlme5LxVgB,rec5Vy4oVduUs4WKq,Rejected by CP,,-1.8,0.5,0.2,0.7,0.0,1.0,"The candidate has 50% of the hardskills required for the job, 20% of the degree subjects required for the job, 70% of the position required for the job, 0% of the location required for the job, and 100% of the language required for the job."
582,recx9ubvPPyr0yIPx,recAczNwH7Yk3tM2z,Rejected by CP,,-1.0,0.8,0.6,0.9,1.0,1.0,The candidate has 6 hardskills which are related to the job requirements. The degree subject of the candidate is Msc/MBA Degree in International Business which covers some of the job requirements. The candidate has the hardskills and degree subject which are related to the job position. The candidate can go to the job location. The candidate can speak all the languages required by the job.
583,recxGylCDvomWbHxm,recGrGIFWaByaa5dg,Waiting list,,,0.8,0.5,0.7,0.0,1.0,The candidate has digital marketing and mobile content hardskills which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has the hardskills and degree subjects which are related to the job position. The candidate's location is not the same as the job location. The candidate has all the languages required for the job.
584,,recWril35NdQ1pyCs,Signed,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects are related to the job position. The candidate can work in the job location and can speak all the languages required for the job."
585,recXJhcV7rnZHJPcA,recUwquxTAuaSpYwc,Rejected by CP,,-0.0,0.8,0.5,0.7,1.0,0.0,"The candidate has a hardskill of business-development which is related to the job position, so the hardskill matching score is 0.8. The candidate has a degree subject of International Executive MBA which covers some of the skills required in the job position, so the degree subjects matching score is 0.5. The candidate can go to Europe which is the job location, so the location matching score is 1. The candidate can only speak en,fa,fr,zh which does not contain all the job languages, so the language matching score is 0."
586,recxJwmb3KKfTCJtY,recA3Ye1PMACJlO1Z,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has experience in Node.js, GraphQl, AWS, Express JS, PostgreSQL, and Hasura, which are all required for the job. The candidate also has a degree in Computer Science, which covers most of the skills required for the job. The candidate is also located in India, which is one of the job locations. The candidate is also able to speak English, which is the required language for the job."
587,recxKJ4RWptHcqhpJ,recLaxiCREBzTpmDO,Rejected by CP,,-0.0,0.8,0.5,0.7,1.0,1.0,"The candidate has 4 out of 7 hardskills required for the job, and the degree subjects are related to the job. The candidate can work in Paris and speaks both English and French, which are the required languages for the job."
588,recXl9QrD7GXcizr3,rec4HUudTcWwWYHm2,Signed,,-6.9938,0.8,0.6,0.9,1.0,1.0,The candidate has python hardskill which is related to the job requirement. The degree subject of the candidate is Génie informatique which covers some of the job requirement. The candidate has experience in the job position. The candidate can go to Europe which is the job location. The candidate can speak both English and French which are the required languages of the job.
589,recxLb18HBnZPf6gu,recdN16e9aiTj0z3a,Rejected by CP,,,0.5,0.8,0.7,0.0,1.0,"The candidate has hardskills related to the job requirements, but not all of them. The candidate's degree subject covers most of the job requirements. The candidate's hardskills and degree subject are related to the job position, but not all of them. The candidate's location does not match the job location. The candidate's language matches the job language."
590,recxMsWeSLEvhuRTF,reciyBfDq6P4e5jEN,Screened by CP,,,0.8,0.5,0.7,1.0,0.0,"Candidate hardskills crypto and dao are related to the job position community-manager. Candidate degree subject BA Linguistics is partially related to the job position. Candidate location is europe/france/paris which is the same as the job location. Candidate languages de,en,it,pt are not matched with the job language nan."
591,recxPry0ZAHbWKjZT,recCxmuaRimDj5fJh,Rejected by client,,-1.0,0.8,0.5,0.9,0.0,1.0,"The candidate has AngularJS, Front-End Engineering Design, and TypeScript hardskills which are related to the job requirements. The candidate has a degree in Computer Science which covers some of the skills required in the job. The candidate has the hardskills and degree subjects to be capable of the job position. The candidate's location does not match the job location. The candidate's language matches the job language."
592,recXQDJdKIKQPTBOB,rec2Xnb1aA6Evh8id,Rejected by CP,,-0.5,0.8,0.5,0.7,0.0,0.0,"The candidate has 5 out of 6 hardskills required by the job, and the degree subjects partially cover the job requirement. The candidate's location does not match the job location, and the candidate does not speak the language required by the job."
593,recxtE0R25knDrANp,rec5Vy4oVduUs4WKq,Sent to Client,,-2.05,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, 6 out of 10 degree subjects required for the job, 9 out of 10 position required for the job, candidate's location is the same as job's location, and candidate's language is the same as job's language."
594,recXVGczkRoWKvXAM,recZzXqsiS77tAAcS,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 5 years of experience in commercial or equivalent, has a very good relationship, is comfortable speaking, has an interest in the energy world, is a trentenaire, and has a degree in Ingénierie d'Affaires. The candidate also has a hardskill in CRM, can go to Paris, and can speak both English and French. Therefore, the candidate is a good match for the job."
595,recxvTp1IOlnHfo7R,recavhovBsS2p3eZO,Rejected by CP,,-0.0,0.5,0.8,0.7,0.0,1.0,The candidate has 50% of the hardskills required for the job. The candidate's degree subjects cover 80% of the job requirements. The candidate has 70% of the skills required for the job position. The candidate's location does not match the job location. The candidate's language matches the job language.
